,Id,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,GrLivArea,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageCars,GarageArea,YrSold,SaleCondition,SalePrice
222,223,11475,NWAmes,1Fam,2Story,6,6,1975,GasA,1552,6,Attchd,1975.0,2,434,2006,Normal,179900
223,224,10500,NAmes,1Fam,1Story,4,6,1971,GasA,864,4,Detchd,1989.0,2,576,2009,Abnorml,97000
224,225,13472,NridgHt,1Fam,1Story,10,5,2003,GasA,2392,8,Attchd,2003.0,3,968,2009,Normal,386250
225,226,1680,BrDale,Twnhs,2Story,5,5,1971,GasA,1302,6,Detchd,1991.0,1,280,2009,Abnorml,112000
226,227,9950,NoRidge,1Fam,2Story,7,5,1995,GasA,2520,9,Attchd,1995.0,3,721,2007,Abnorml,290000
227,228,1869,BrDale,Twnhs,2Story,6,6,1970,GasA,987,5,Detchd,1987.0,1,280,2008,Normal,106000
228,229,8521,Sawyer,1Fam,1Story,5,5,1967,GasA,912,5,Detchd,1974.0,1,336,2010,Normal,125000
229,230,3182,Blmngtn,TwnhsE,1Story,7,5,2005,GasA,1555,7,Attchd,2005.0,2,430,2009,Normal,192500
230,231,8760,NAmes,1Fam,1Story,6,6,1959,GasA,1194,6,Attchd,1959.0,1,312,2010,Normal,148000
231,232,15138,NoRidge,1Fam,2Story,8,5,1995,GasA,2794,9,Attchd,1995.0,3,810,2009,Normal,403000
232,233,1680,BrDale,Twnhs,2Story,6,5,1972,GasA,987,5,Attchd,1972.0,1,288,2006,Normal,94500
233,234,10650,CollgCr,1Fam,1Story,5,6,1976,GasA,894,5,Attchd,1976.0,1,308,2010,Normal,128200
234,235,7851,Gilbert,1Fam,2Story,6,5,2002,GasA,1960,8,BuiltIn,2002.0,2,440,2010,Normal,216500
235,236,1680,BrDale,TwnhsE,2Story,6,3,1971,GasA,987,5,Detchd,1971.0,1,264,2008,Normal,89500
236,237,8773,CollgCr,1Fam,1Story,7,5,2004,GasA,1414,6,Attchd,2004.0,2,494,2010,Normal,185500
237,238,9453,SawyerW,1Fam,2Story,7,7,1993,GasA,1744,7,Attchd,1993.0,2,457,2010,Normal,194500
238,239,12030,NridgHt,1Fam,1Story,8,5,2007,GasA,1694,7,Attchd,2007.0,3,818,2007,Partial,318000
239,240,8741,Edwards,1Fam,1.5Fin,6,4,1945,GasA,1487,7,Detchd,1949.0,1,220,2010,Normal,113000
240,241,9000,Somerst,1Fam,1Story,8,5,2008,GasA,1566,7,Attchd,2008.0,2,750,2010,Normal,262500
241,242,3880,OldTown,1Fam,1Story,5,9,1945,GasA,866,4,,,0,0,2007,Normal,110500
242,243,5000,OldTown,1Fam,1.5Fin,5,4,1900,GasA,1440,6,Attchd,1940.0,1,352,2006,Normal,79000
243,244,10762,SawyerW,TwnhsE,2Story,6,6,1980,GasA,1217,6,Attchd,1980.0,1,288,2009,Normal,120000
244,245,8880,SawyerW,1Fam,2Story,7,5,1994,GasA,2110,8,Attchd,1994.0,2,463,2010,Normal,205000
245,246,10400,NWAmes,1Fam,1Story,7,5,1988,GasA,1872,6,Attchd,1988.0,2,604,2006,Normal,241500
246,247,9142,OldTown,2fmCon,2Story,6,8,1910,GasA,1928,9,Detchd,1910.0,1,440,2006,Normal,137000
247,248,11310,NAmes,1Fam,1Story,6,5,1954,GasA,1375,5,Attchd,1954.0,2,451,2006,Normal,140000
248,249,11317,CollgCr,1Fam,2Story,7,5,2003,GasA,1668,8,Attchd,2003.0,2,500,2007,Normal,180000
249,250,159000,ClearCr,1Fam,1.5Fin,6,7,1958,GasA,2144,7,Attchd,1958.0,2,389,2007,Normal,277000
250,251,5350,BrkSide,1Fam,1Story,3,2,1940,GasA,1306,6,,,0,0,2010,Normal,76500
251,252,4750,Crawfor,TwnhsE,1Story,8,5,2006,GasA,1625,5,Attchd,2006.0,2,538,2007,Family,235000
252,253,8366,SawyerW,1Fam,2Story,6,5,2004,GasA,1640,6,Attchd,2004.0,2,520,2008,Normal,173000
253,254,9350,NAmes,1Fam,SLvl,6,7,1964,GasA,1302,7,Attchd,1964.0,1,309,2007,Normal,158000
254,255,8400,NAmes,1Fam,1Story,5,6,1957,GasA,1314,5,Attchd,1957.0,1,294,2010,Normal,145000
255,256,8738,Gilbert,1Fam,2Story,7,5,1999,GasA,2291,8,BuiltIn,1999.0,2,429,2006,Normal,230000
256,257,8791,Somerst,1Fam,2Story,6,5,2003,GasA,1728,7,Attchd,2003.0,2,673,2008,Normal,207500
257,258,8814,CollgCr,1Fam,1Story,7,5,2006,GasA,1604,8,Attchd,2006.0,2,660,2009,Abnorml,220000
258,259,12435,CollgCr,1Fam,2Story,7,5,2001,GasA,1792,7,Attchd,2001.0,2,564,2008,Normal,231500
259,260,12702,OldTown,1Fam,1Story,5,5,1956,GasA,882,4,Detchd,1956.0,1,308,2008,Normal,97000
260,261,19296,NAmes,1Fam,SLvl,6,5,1962,GasA,1382,6,Attchd,1991.0,2,884,2009,Normal,176000
261,262,9588,CollgCr,1Fam,2Story,8,5,2007,GasA,2574,10,BuiltIn,2007.0,3,868,2007,Partial,276000
262,263,8471,Sawyer,1Fam,SLvl,6,7,1977,GasA,1212,6,Attchd,1978.0,2,492,2006,Normal,151000
263,264,5500,OldTown,1Fam,1.5Fin,5,7,1929,GasA,1316,6,Detchd,1974.0,2,484,2010,Normal,130000
264,265,5232,OldTown,1Fam,1Story,5,5,1925,GasA,764,4,Detchd,1965.0,2,504,2008,Normal,73000
265,266,12090,NWAmes,1Fam,1Story,6,6,1981,GasA,1422,7,Attchd,1981.0,2,576,2008,Normal,175500
266,267,11207,Gilbert,1Fam,2Story,6,5,1997,GasA,1511,8,Attchd,1997.0,2,413,2006,Normal,185000
267,268,8400,SWISU,1Fam,2.5Fin,5,8,1939,GasA,2192,8,Detchd,1939.0,1,240,2008,Normal,179500
268,269,6900,IDOTRR,1Fam,1Story,5,6,1940,GasA,778,4,Detchd,1966.0,1,924,2008,Normal,120500
269,270,7917,Edwards,1Fam,1Story,6,7,1976,GasA,1113,6,Attchd,1987.0,1,504,2007,Normal,148000
270,271,10728,Somerst,1Fam,2Story,8,5,2006,GasA,1939,8,Attchd,2006.0,3,1053,2006,Partial,266000
271,272,39104,ClearCr,1Fam,1Story,7,7,1954,GasA,1363,5,Attchd,1954.0,2,439,2008,Normal,241500
272,273,11764,NoRidge,1Fam,2Story,8,7,1999,GasA,2270,9,Attchd,1999.0,3,671,2010,Normal,290000
273,274,9600,NAmes,1Fam,1Story,6,6,1958,GasA,1632,6,Attchd,1958.0,1,338,2009,Normal,139000
274,275,8314,Mitchel,1Fam,1Story,5,7,1982,GasA,816,5,Attchd,1982.0,1,264,2007,Normal,124500
275,276,7264,BrkSide,1Fam,1.5Fin,7,7,1925,GasW,1548,5,Detchd,1978.0,2,672,2009,Normal,205000
276,277,9196,Mitchel,1Fam,1Story,7,5,2003,GasA,1560,7,Attchd,2003.0,2,573,2010,Normal,201000
277,278,19138,Gilbert,1Fam,1Story,4,5,1951,GasA,864,4,Detchd,1951.0,2,400,2010,Normal,141000
278,279,14450,NridgHt,1Fam,1Story,9,5,2006,GasA,2121,8,Attchd,2007.0,3,732,2007,Partial,415298
279,280,10005,ClearCr,1Fam,2Story,7,5,1977,GasA,2022,8,Attchd,1977.0,2,505,2008,Normal,192000
280,281,11287,SawyerW,1Fam,2Story,7,6,1989,GasA,1982,7,Attchd,1989.0,2,575,2007,Normal,228500
281,282,7200,Somerst,1Fam,1Story,6,5,2006,GasA,1262,5,Attchd,2006.0,2,572,2006,Partial,185000
282,283,5063,NridgHt,Twnhs,1Story,7,5,2007,GasA,1314,6,Attchd,2008.0,2,626,2009,Normal,207500
283,284,9612,Somerst,1Fam,1Story,8,5,2008,GasA,1468,6,Attchd,2008.0,3,898,2009,Partial,244600
284,285,8012,SawyerW,TwnhsE,1Story,6,5,1992,GasA,1575,5,Attchd,1992.0,2,529,2007,Normal,179200
285,286,4251,Somerst,TwnhsE,2Story,7,5,2006,GasA,1250,5,Detchd,2006.0,2,528,2007,Partial,164700
286,287,9786,NAmes,1Fam,1.5Fin,6,7,1962,GasA,1734,7,Attchd,1962.0,2,440,2006,Normal,159000
287,288,8125,NAmes,1Fam,1Story,4,4,1971,GasA,858,5,,,0,0,2006,Normal,88000
288,289,9819,Sawyer,1Fam,1Story,5,5,1967,GasA,900,5,Detchd,1970.0,1,280,2010,Normal,122000
289,290,8730,BrkSide,1Fam,2Story,6,7,1915,GasA,1396,7,Detchd,2003.0,1,384,2007,Normal,153575
290,291,15611,CollgCr,1Fam,2Story,8,5,2006,GasA,1919,8,Attchd,2006.0,2,685,2006,Partial,233230
291,292,5687,SWISU,2fmCon,2Story,5,6,1912,GasA,1716,9,,,0,0,2008,Normal,135900
292,293,11409,Edwards,1Fam,1.5Fin,5,4,1949,GasA,1716,8,Attchd,1949.0,1,281,2009,Normal,131000
293,294,16659,NWAmes,1Fam,2Story,7,7,1977,GasA,2263,9,Attchd,1977.0,2,539,2006,Normal,235000
294,295,9600,NAmes,1Fam,1Story,6,5,1953,GasA,1644,7,Attchd,1953.0,2,418,2009,Normal,167000
295,296,7937,Mitchel,1Fam,SLvl,6,6,1984,GasA,1003,6,Detchd,1984.0,2,588,2006,Normal,142500
296,297,13710,IDOTRR,1Fam,1.5Fin,5,5,1950,GasA,1558,6,Attchd,1950.0,1,282,2007,Normal,152000
297,298,7399,Somerst,1Fam,2Story,7,5,1997,GasA,1950,7,Detchd,1997.0,2,576,2007,Normal,239000
298,299,11700,NWAmes,1Fam,2Story,6,6,1968,GasA,1743,7,Attchd,1968.0,2,539,2007,Normal,175000
299,300,14000,Crawfor,1Fam,1Story,6,8,1950,GasA,1152,6,Attchd,1950.0,1,300,2009,Family,158500
300,301,15750,Crawfor,2fmCon,1Story,5,5,1953,GasA,1336,5,Attchd,1953.0,1,375,2006,Normal,157000
301,302,16226,CollgCr,1Fam,2Story,8,5,1998,GasA,2452,9,BuiltIn,1998.0,2,683,2007,Normal,267000
302,303,13704,CollgCr,1Fam,1Story,7,5,2001,GasA,1541,6,Attchd,2001.0,3,843,2006,Normal,205000
303,304,9800,CollgCr,1Fam,1Story,5,7,1972,GasA,894,5,Attchd,1975.0,2,552,2006,Abnorml,149900
304,305,18386,OldTown,1Fam,2.5Fin,7,9,1880,GasA,3493,10,Attchd,2003.0,3,870,2008,Normal,295000
305,306,10386,CollgCr,1Fam,1Story,8,5,2004,GasA,2000,8,Attchd,2004.0,3,888,2007,Normal,305900
306,307,13474,SawyerW,1Fam,2Story,7,5,1990,GasA,2243,8,Attchd,1990.0,3,746,2007,Normal,225000
307,308,7920,IDOTRR,1Fam,1.5Fin,6,7,1920,GasA,1406,6,,,0,0,2008,Normal,89500
308,309,12342,Edwards,1Fam,1Story,4,5,1940,GasA,861,4,Detchd,1961.0,2,539,2009,Normal,82500
309,310,12378,NridgHt,1Fam,1Story,9,5,2003,GasA,1944,8,Attchd,2003.0,3,708,2006,Normal,360000
310,311,7685,Gilbert,1Fam,2Story,6,5,1993,GasA,1501,6,Attchd,1993.0,2,420,2006,Normal,165600
311,312,8000,NAmes,1Fam,1Story,6,6,1948,GasA,972,5,Detchd,1948.0,1,240,2009,Normal,132000
312,313,7800,OldTown,2fmCon,1.5Fin,5,7,1939,GasA,1118,5,Detchd,1939.0,2,410,2006,Normal,119900
313,314,215245,Timber,1Fam,1Story,7,5,1965,GasW,2036,8,Attchd,1965.0,2,513,2009,Normal,375000
314,315,9600,OldTown,1Fam,2Story,7,7,1925,GasA,1641,6,Detchd,1925.0,2,546,2006,Normal,178000
315,316,7795,Gilbert,1Fam,2Story,7,5,2004,GasA,1432,6,Attchd,2004.0,2,432,2009,Normal,188500
316,317,13005,NWAmes,1Fam,2Story,7,7,1980,GasA,2353,10,Attchd,1983.0,2,484,2009,Normal,260000
317,318,9000,Somerst,1Fam,2Story,8,5,2006,GasA,1959,8,Attchd,2006.0,3,1025,2007,Normal,270000
318,319,9900,NoRidge,1Fam,2Story,7,5,1993,GasA,2646,9,Attchd,1993.0,3,656,2009,Normal,260000
319,320,14115,NWAmes,1Fam,SLvl,7,5,1980,GasA,1472,6,Attchd,1980.0,2,588,2009,Normal,187500
320,321,16259,NridgHt,1Fam,2Story,9,5,2006,GasA,2596,9,Attchd,2006.0,3,840,2006,Partial,342643
321,322,12099,NridgHt,1Fam,2Story,8,5,2004,GasA,2468,10,BuiltIn,2004.0,3,872,2007,Normal,354000
322,323,10380,SawyerW,1Fam,2Story,7,5,1986,GasA,2730,8,Attchd,1987.0,2,576,2007,Normal,301000
323,324,5820,OldTown,1Fam,1Story,3,8,1955,GasA,1163,6,Attchd,1955.0,1,220,2006,Normal,126175
324,325,11275,NAmes,1Fam,SLvl,7,7,1967,GasA,2978,11,BuiltIn,1961.0,2,564,2010,Normal,242000
325,326,5000,IDOTRR,1Fam,1.5Unf,5,6,1941,GasA,803,5,Detchd,1941.0,2,360,2007,Normal,87000
326,327,10846,Veenker,TwnhsE,1Story,8,5,1993,GasA,1719,6,Attchd,1993.0,2,473,2008,Normal,324000
327,328,11600,NAmes,1Fam,1Story,6,5,1960,GasA,1383,7,Attchd,1960.0,1,292,2006,Normal,145250
328,329,11888,BrkSide,1Fam,2.5Unf,6,6,1916,GasA,2134,10,Detchd,1930.0,2,441,2009,Normal,214500
329,330,6402,IDOTRR,1Fam,2Story,5,5,1920,GasA,1192,6,Detchd,1920.0,1,189,2009,Normal,78000
330,331,10624,NAmes,Duplex,1Story,5,4,1964,GasA,1728,10,Detchd,2002.0,1,352,2007,Normal,119000
331,332,8176,NAmes,1Fam,1Story,5,6,1958,GasA,1056,6,Attchd,1958.0,1,308,2007,Normal,139000
332,333,10655,NridgHt,1Fam,1Story,8,5,2003,GasA,1629,7,Attchd,2003.0,3,880,2009,Normal,284000
333,334,8198,NridgHt,TwnhsE,1Story,7,5,2004,GasA,1358,6,Attchd,2004.0,2,484,2008,Normal,207000
334,335,9042,Gilbert,1Fam,2Story,6,5,1998,GasA,1638,7,Attchd,1998.0,2,472,2008,Normal,192000
335,336,164660,Timber,2fmCon,1.5Fin,5,6,1965,GasA,1786,7,Attchd,1965.0,2,529,2008,Normal,228950
336,337,14157,StoneBr,1Fam,1Story,9,5,2005,GasA,1922,8,Attchd,2005.0,3,676,2007,Normal,377426
337,338,9135,CollgCr,1Fam,1Story,7,5,2002,GasA,1536,7,Attchd,2002.0,2,532,2008,Normal,214000
338,339,14145,NWAmes,1Fam,1Story,7,7,1984,GasA,1621,8,Attchd,1984.0,2,440,2006,Normal,202500
339,340,12400,NAmes,1Fam,1Story,6,7,1958,GasA,1215,6,Attchd,1958.0,1,297,2009,Normal,155000
340,341,14191,Timber,1Fam,2Story,8,5,2002,GasA,1908,9,Attchd,2002.0,2,431,2010,Normal,202900
341,342,8400,SawyerW,1Fam,1Story,4,4,1950,GasA,841,4,CarPort,1950.0,1,294,2009,Normal,82000
342,343,8544,NAmes,Duplex,1Story,3,4,1949,Wall,1040,6,Detchd,1949.0,2,400,2006,Normal,87500
343,344,8849,NridgHt,TwnhsE,1Story,9,5,2005,GasA,1684,6,Attchd,2005.0,2,564,2008,Normal,266000
344,345,2592,MeadowV,TwnhsE,2Story,5,3,1976,GasA,1112,4,Attchd,1976.0,1,336,2010,Normal,85000
345,346,6435,BrkSide,1Fam,1.5Fin,6,5,1939,GasA,1577,6,Detchd,1939.0,1,312,2006,Normal,140200
346,347,12772,NAmes,1Fam,1Story,6,8,1960,GasA,958,5,Attchd,1960.0,1,301,2007,Normal,151500
347,348,17600,NAmes,1Fam,1Story,6,5,1960,GasA,1478,6,Attchd,1960.0,2,498,2009,Normal,157500
348,349,2448,NridgHt,Twnhs,2Story,7,5,2003,GasA,1626,6,BuiltIn,2003.0,2,474,2008,Normal,154000
349,350,20431,NridgHt,1Fam,2Story,9,5,2005,GasA,2728,10,Attchd,2006.0,3,706,2006,Partial,437154
350,351,7820,NridgHt,TwnhsE,1Story,9,5,2007,GasA,1869,6,Attchd,2007.0,2,617,2007,Partial,318061
351,352,5271,ClearCr,1Fam,1Story,7,5,1986,GasA,1453,6,Attchd,1986.0,2,445,2006,Abnorml,190000
352,353,9084,Edwards,1Fam,1.5Fin,5,6,1941,GasA,1111,5,Detchd,1941.0,1,200,2008,Normal,95000
353,354,8520,OldTown,1Fam,1Story,6,8,1928,GasA,720,5,Detchd,2005.0,2,484,2010,Normal,105900
354,355,8400,SWISU,1Fam,1.5Fin,6,5,1940,GasA,1595,6,Attchd,1940.0,1,240,2006,Normal,140000
355,356,11249,CollgCr,1Fam,1Story,6,5,1995,GasA,1200,6,Attchd,1995.0,2,521,2007,Normal,177500
356,357,9248,Gilbert,1Fam,1Story,6,6,1992,GasA,1167,6,Attchd,1992.0,2,400,2009,Normal,173000
357,358,4224,MeadowV,TwnhsE,1Story,5,5,1976,GasA,1142,6,Attchd,1976.0,2,528,2007,Normal,134000
358,359,6930,ClearCr,1Fam,SLvl,5,4,1958,GasA,1352,6,BuiltIn,1958.0,1,288,2006,Abnorml,130000
359,360,12011,NoRidge,1Fam,2Story,8,5,1998,GasA,1924,7,Attchd,1998.0,2,592,2006,Normal,280000
360,361,7540,Mitchel,1Fam,SFoyer,6,6,1978,GasA,912,5,Attchd,1978.0,2,470,2007,Normal,156000
361,362,9144,BrkSide,1Fam,1.5Fin,5,5,1940,GasA,1505,8,Detchd,1940.0,1,240,2008,Normal,145000
362,363,7301,Edwards,1Fam,SFoyer,7,5,2003,GasA,1922,7,BuiltIn,2003.0,2,672,2009,Normal,198500
363,364,1680,BrDale,Twnhs,2Story,6,8,1972,GasA,987,5,Detchd,1972.0,1,264,2009,Normal,118000
364,365,18800,NWAmes,1Fam,2Story,6,5,1976,GasA,1574,6,Attchd,1976.0,2,566,2006,Normal,190000
365,366,10690,IDOTRR,1Fam,2Story,5,7,1920,GasA,1344,6,Detchd,1964.0,1,468,2009,Normal,147000
366,367,9500,NAmes,1Fam,1Story,6,5,1963,GasA,1394,6,Attchd,1963.0,2,514,2009,Normal,159000
367,368,9150,NAmes,1Fam,SLvl,6,5,1962,GasA,1431,6,Basment,1962.0,1,296,2008,Normal,165000
368,369,7800,NAmes,1Fam,1Story,5,6,1954,GasA,1268,7,Attchd,1954.0,1,244,2010,Normal,132000
369,370,9830,NAmes,1Fam,1Story,5,7,1959,GasA,1287,7,Detchd,1997.0,2,576,2010,Normal,162000
370,371,8121,Gilbert,1Fam,2Story,6,5,2000,GasA,1664,7,Attchd,2000.0,2,460,2006,Normal,172400
371,372,17120,ClearCr,1Fam,1.5Fin,4,4,1959,GasA,1588,7,Detchd,1991.0,2,680,2008,Normal,134432
372,373,7175,SawyerW,TwnhsE,1Story,6,5,1984,GasA,752,4,Attchd,1984.0,1,264,2010,Normal,125000
373,374,10634,NAmes,1Fam,1Story,5,6,1953,GasA,1319,5,Attchd,1953.0,1,270,2009,Normal,123000
374,375,8200,CollgCr,1Fam,2Story,7,5,2003,GasA,1928,8,BuiltIn,2003.0,2,434,2007,Normal,219500
375,376,10020,Edwards,1Fam,1Story,1,1,1922,GasA,904,4,,,0,0,2009,Normal,61000
376,377,8846,CollgCr,1Fam,SFoyer,5,5,1996,GasA,914,5,Detchd,1998.0,2,576,2006,Normal,148000
377,378,11143,Somerst,1Fam,2Story,8,5,2004,GasA,2466,8,Attchd,2004.0,2,610,2007,Normal,340000
378,379,11394,StoneBr,1Fam,1Story,9,2,2010,GasA,1856,8,Attchd,2010.0,3,834,2010,Partial,394432
379,380,8123,Gilbert,1Fam,2Story,6,5,2000,GasA,1800,7,Attchd,2000.0,2,463,2009,Normal,179000
380,381,5000,SWISU,1Fam,1.5Fin,5,6,1924,GasA,1691,6,Detchd,1924.0,1,308,2010,Normal,127000
381,382,7200,Somerst,1Fam,1Story,7,5,2006,GasA,1301,5,Attchd,2006.0,2,572,2006,Partial,187750
382,383,9245,CollgCr,1Fam,2Story,7,5,2006,GasA,1797,8,Attchd,2006.0,2,639,2007,Normal,213500
383,384,9000,SawyerW,1Fam,1.5Unf,6,3,1928,GasA,784,5,Detchd,1950.0,2,360,2009,Normal,76000
384,385,53107,ClearCr,1Fam,2Story,6,5,1992,GasA,1953,9,Attchd,1992.0,2,501,2007,Normal,240000
385,386,3182,Blmngtn,TwnhsE,1Story,8,5,2004,GasA,1269,6,Attchd,2004.0,2,430,2010,Normal,192000
386,387,8410,Edwards,1Fam,1.5Fin,5,3,1910,GasA,1184,8,,,0,0,2006,AdjLand,81000
387,388,7200,Edwards,1Fam,SLvl,6,6,1976,GasA,1125,6,Detchd,1977.0,1,352,2009,Abnorml,125000
388,389,9382,CollgCr,1Fam,1Story,7,5,1999,GasA,1479,6,Attchd,1999.0,2,577,2008,Normal,191000
389,390,12474,NridgHt,1Fam,2Story,10,5,2007,GasA,2332,9,BuiltIn,2008.0,3,846,2008,Partial,426000
390,391,8405,Edwards,1Fam,1.5Fin,5,8,1900,GasA,1367,7,Detchd,1978.0,1,384,2008,Normal,119000
391,392,12209,Mitchel,1Fam,2Story,6,5,2001,GasA,1961,7,BuiltIn,2001.0,2,560,2009,Normal,215000
392,393,8339,NAmes,1Fam,1Story,5,7,1959,GasA,882,5,Attchd,1959.0,1,294,2007,Normal,106500
393,394,7446,BrkSide,1Fam,1Story,4,5,1941,GasA,788,4,,,0,0,2006,Abnorml,100000
394,395,10134,OldTown,1Fam,1.5Fin,5,6,1940,GasA,1034,5,Detchd,1940.0,1,240,2007,Normal,109000
395,396,9571,Edwards,1Fam,1Story,5,6,1956,GasA,1144,6,Attchd,1956.0,1,596,2010,Normal,129000
396,397,7200,CollgCr,1Fam,1Story,5,5,1972,GasA,894,6,Detchd,1985.0,2,600,2009,Normal,123000
397,398,7590,NAmes,1Fam,2Story,5,5,1962,GasA,1812,8,Attchd,1962.0,1,264,2007,Normal,169500
398,399,8967,IDOTRR,1Fam,1Story,5,2,1920,GasA,1077,6,Detchd,1920.0,1,338,2007,Abnorml,67000
399,400,8125,Somerst,1Fam,2Story,7,5,2006,GasA,1550,7,Attchd,2007.0,2,438,2009,Normal,241000
400,401,14963,Veenker,TwnhsE,1Story,8,5,1996,GasA,1288,4,Attchd,1996.0,2,500,2008,Normal,245500
401,402,8767,CollgCr,1Fam,1Story,7,5,2005,GasA,1310,6,Attchd,2005.0,2,400,2006,Partial,164990
402,403,10200,Sawyer,1Fam,1Story,5,8,1940,GasA,672,4,Detchd,1940.0,1,240,2008,Normal,108000
403,404,12090,NoRidge,1Fam,2Story,8,5,1998,GasA,2263,10,BuiltIn,1998.0,2,420,2006,Abnorml,258000
404,405,10364,Gilbert,1Fam,2Story,6,5,1995,GasA,1572,7,BuiltIn,1995.0,2,373,2007,Normal,168000
405,406,9991,Sawyer,1Fam,1Story,4,4,1976,GasA,1620,8,Attchd,1993.0,2,490,2009,Normal,150000
406,407,10480,SWISU,1Fam,1.5Fin,6,5,1936,GasA,1639,6,Detchd,1936.0,1,240,2008,Normal,115000
407,408,15576,Crawfor,1Fam,2Story,6,7,1915,GasA,1680,8,Attchd,1960.0,1,308,2008,Normal,177000
408,409,14154,NridgHt,1Fam,2Story,7,5,2006,GasA,2172,9,Attchd,2006.0,3,947,2007,Partial,280000
409,410,10800,Somerst,1Fam,2Story,8,5,2007,GasA,2078,8,Attchd,2008.0,3,836,2008,Partial,339750
410,411,9571,Edwards,1Fam,1Story,5,3,1958,GasA,1276,5,Attchd,1958.0,1,350,2009,Abnorml,60000
411,412,34650,Gilbert,2fmCon,1Story,5,5,1955,GasA,1056,5,Attchd,1955.0,2,572,2006,Normal,145000
412,413,4403,Somerst,1Fam,1Story,7,5,2009,GasA,1478,7,Attchd,2009.0,2,484,2010,Partial,222000
413,414,8960,OldTown,1Fam,1Story,5,6,1927,GasA,1028,5,Detchd,1927.0,2,360,2010,Normal,115000
414,415,11228,SawyerW,1Fam,2Story,7,5,1993,GasA,2097,9,Attchd,1993.0,3,678,2008,Normal,228000
415,416,8899,Gilbert,1Fam,1Story,7,5,2007,GasA,1340,6,Attchd,2007.0,2,396,2007,Partial,181134
416,417,7844,Sawyer,1Fam,2Story,6,7,1978,GasA,1400,6,Attchd,1978.0,2,440,2006,Normal,149500
417,418,22420,Crawfor,1Fam,2Story,6,6,1918,GasW,2624,10,Detchd,1918.0,3,864,2007,Normal,239000
418,419,8160,Edwards,1Fam,1.5Fin,5,6,1940,GasA,1134,7,Detchd,1940.0,1,240,2007,AdjLand,126000
419,420,8450,NAmes,1Fam,1Story,5,6,1968,GasA,1056,6,Attchd,1968.0,1,304,2010,Normal,142000
420,421,7060,Mitchel,Duplex,SFoyer,7,5,1997,GasA,1344,8,Attchd,1997.0,4,784,2008,Alloca,206300
421,422,16635,NWAmes,1Fam,1Story,6,7,1977,GasA,1602,8,Attchd,1977.0,2,529,2009,Normal,215000
422,423,21750,Mitchel,1Fam,1Story,5,5,1954,GasA,988,4,Attchd,1954.0,2,520,2008,Normal,113000
423,424,9200,NoRidge,1Fam,2Story,8,5,1998,GasA,2630,8,Attchd,1998.0,3,696,2008,Normal,315000
424,425,9000,NAmes,1Fam,1Story,6,5,1956,GasA,1196,6,Attchd,1956.0,1,297,2008,Normal,139000
425,426,3378,OldTown,1Fam,2Story,7,8,1946,GasA,1389,6,Detchd,1947.0,1,240,2009,Normal,135000
426,427,12800,SawyerW,1Fam,SLvl,7,5,1989,GasA,1644,5,Attchd,1989.0,2,569,2009,Normal,275000
427,428,8593,NAmes,1Fam,1Story,4,6,1957,GasA,907,5,Detchd,1964.0,1,352,2008,Normal,109008
428,429,6762,CollgCr,1Fam,1Story,7,5,2007,GasA,1208,6,Attchd,2007.0,2,628,2007,Partial,195400
429,430,11457,Timber,1Fam,1Story,6,5,1988,GasA,1412,6,Attchd,1988.0,2,576,2009,Normal,175000
430,431,1680,BrDale,Twnhs,2Story,6,5,1971,GasA,987,4,Detchd,1971.0,1,264,2008,Abnorml,85400
431,432,5586,OldTown,1Fam,1.5Fin,6,7,1920,GasA,1198,7,,,0,0,2008,Abnorml,79900
432,433,1920,BrDale,TwnhsE,2Story,5,5,1971,GasA,1365,6,Detchd,1971.0,2,440,2007,Normal,122500
433,434,10839,Gilbert,1Fam,2Story,6,5,1997,GasA,1604,7,Attchd,1997.0,2,470,2008,Normal,181000
434,435,1890,MeadowV,Twnhs,SFoyer,4,7,1972,GasA,630,3,,,0,0,2008,Normal,81000
435,436,10667,CollgCr,1Fam,2Story,7,6,1996,GasA,1661,6,Attchd,1996.0,2,550,2009,Normal,212000
436,437,4400,OldTown,1Fam,1.5Fin,6,8,1920,GasA,1118,6,Detchd,1990.0,2,440,2006,Normal,116000
437,438,6000,BrkSide,1Fam,1.5Unf,6,7,1926,GasA,904,4,Detchd,1926.0,1,180,2009,Normal,119000
438,439,4280,Crawfor,1Fam,1Story,5,6,1913,GasA,694,4,Detchd,1990.0,1,352,2007,Normal,90350
439,440,12354,Edwards,1Fam,1.5Fin,6,8,1920,GasA,1196,7,Detchd,2005.0,2,528,2009,Normal,110000
440,441,15431,NridgHt,1Fam,1Story,10,5,2008,GasA,2402,10,Attchd,2008.0,3,672,2009,Normal,555000
441,442,12108,Edwards,Duplex,1Story,4,4,1955,GasA,1440,8,,,0,0,2008,Normal,118000
442,443,6240,BrkSide,1Fam,1.5Fin,5,7,1930,GasA,1573,8,Detchd,1930.0,2,360,2008,Normal,162900
443,444,3922,Blmngtn,TwnhsE,1Story,7,5,2006,GasA,1258,6,Attchd,2007.0,3,648,2007,Partial,172500
444,445,8750,CollgCr,1Fam,2Story,7,5,1994,GasA,1908,8,Attchd,1994.0,2,493,2008,Normal,210000
